season,TEAM_ID,TEAM_ABBREVIATION,GAME_ID,GAME_DATE,MATCHUP,WL,PTS,PLUS_MINUS
2022-23,1610612739,CLE,0022200971,2023-03-06,CLE vs. BOS,W,118,4
2022-23,1610612738,BOS,0022200971,2023-03-06,BOS @ CLE,L,114,-4
2022-23,1610612758,SAC,0022200976,2023-03-06,SAC vs. NOP,W,123,15
2022-23,1610612761,TOR,0022200975,2023-03-06,TOR @ DEN,L,113,-5
2022-23,1610612743,DEN,0022200975,2023-03-06,DEN vs. TOR,W,118,5
2022-23,1610612757,POR,0022200977,2023-03-06,POR @ DET,W,110,6
2022-23,1610612763,MEM,0022200984,2023-03-07,MEM @ LAL,L,103,-9
2022-23,1610612753,ORL,0022200978,2023-03-07,ORL vs. MIL,L,123,-11
2022-23,1610612755,PHI,0022200980,2023-03-07,PHI @ MIN,W,117,23
2022-23,1610612745,HOU,0022200981,2023-03-07,HOU vs. BKN,L,96,-22
2022-23,1610612766,CHA,0022200979,2023-03-07,CHA @ NYK,W,112,7
2022-23,1610612749,MIL,0022200978,2023-03-07,MIL @ ORL,W,134,11
2022-23,1610612750,MIN,0022200980,2023-03-07,MIN vs. PHI,L,94,-23
2022-23,1610612762,UTA,0022200983,2023-03-07,UTA @ DAL,L,116,-4
2022-23,1610612760,OKC,0022200982,2023-03-07,OKC vs. GSW,W,137,9
2022-23,1610612751,BKN,0022200981,2023-03-07,BKN @ HOU,W,118,22
2022-23,1610612744,GSW,0022200982,2023-03-07,GSW @ OKC,L,128,-9
2022-23,1610612742,DAL,0022200983,2023-03-07,DAL vs. UTA,W,120,4
2022-23,1610612747,LAL,0022200984,2023-03-07,LAL vs. MEM,W,112,9
2022-23,1610612765,DET,0022200769,2023-03-07,DET vs. WAS,L,117,-2
2022-23,1610612764,WAS,0022200769,2023-03-07,WAS @ DET,W,119,2
2022-23,1610612752,NYK,0022200979,2023-03-07,NYK vs. CHA,L,105,-7
2022-23,1610612739,CLE,0022200987,2023-03-08,CLE @ MIA,W,104,4
2022-23,1610612760,OKC,0022200990,2023-03-08,OKC @ PHX,L,101,-31
2022-23,1610612738,BOS,0022200986,2023-03-08,BOS vs. POR,W,115,22
2022-23,1610612764,WAS,0022200985,2023-03-08,WAS vs. ATL,L,120,-2
2022-23,1610612757,POR,0022200986,2023-03-08,POR @ BOS,L,93,-22
2022-23,1610612748,MIA,0022200987,2023-03-08,MIA vs. CLE,L,100,-4
2022-23,1610612742,DAL,0022200988,2023-03-08,DAL @ NOP,L,106,-7
2022-23,1610612743,DEN,0022200989,2023-03-08,DEN vs. CHI,L,96,-21
2022-23,1610612740,NOP,0022200988,2023-03-08,NOP vs. DAL,W,113,7
2022-23,1610612741,CHI,0022200989,2023-03-08,CHI @ DEN,W,117,21
2022-23,1610612761,TOR,0022200991,2023-03-08,TOR @ LAC,L,100,-8
2022-23,1610612756,PHX,0022200990,2023-03-08,PHX vs. OKC,W,132,31
2022-23,1610612746,LAC,0022200991,2023-03-08,LAC vs. TOR,W,108,8
2022-23,1610612737,ATL,0022200985,2023-03-08,ATL @ WAS,W,122,2
2022-23,1610612751,BKN,0022200995,2023-03-09,BKN @ MIL,L,113,-5
2022-23,1610612749,MIL,0022200995,2023-03-09,MIL vs. BKN,W,118,5
2022-23,1610612758,SAC,0022200997,2023-03-09,SAC vs. NYK,W,122,5
2022-23,1610612762,UTA,0022200994,2023-03-09,UTA @ ORL,W,131,7
2022-23,1610612745,HOU,0022200993,2023-03-09,HOU @ IND,L,125,-9
2022-23,1610612752,NYK,0022200997,2023-03-09,NYK @ SAC,L,117,-5
2022-23,1610612763,MEM,0022200996,2023-03-09,MEM vs. GSW,W,131,21
2022-23,1610612754,IND,0022200993,2023-03-09,IND vs. HOU,W,134,9
2022-23,1610612753,ORL,0022200994,2023-03-09,ORL vs. UTA,L,124,-7
2022-23,1610612744,GSW,0022200996,2023-03-09,GSW @ MEM,L,110,-21
2022-23,1610612766,CHA,0022200992,2023-03-09,CHA @ DET,W,113,10
2022-23,1610612765,DET,0022200992,2023-03-09,DET vs. CHA,L,103,-10
2022-23,1610612761,TOR,0022201003,2023-03-10,TOR @ LAL,L,112,-10
2022-23,1610612739,CLE,0022201000,2023-03-10,CLE @ MIA,L,115,-4
2022-23,1610612751,BKN,0022201001,2023-03-10,BKN @ MIN,W,124,1
2022-23,1610612750,MIN,0022201001,2023-03-10,MIN vs. BKN,L,123,-1
2022-23,1610612757,POR,0022200998,2023-03-10,POR @ PHI,L,119,-1
2022-23,1610612755,PHI,0022200998,2023-03-10,PHI vs. POR,W,120,1
2022-23,1610612743,DEN,0022201002,2023-03-10,DEN @ SAS,L,120,-8
2022-23,1610612764,WAS,0022200999,2023-03-10,WAS vs. ATL,L,107,-7
2022-23,1610612748,MIA,0022201000,2023-03-10,MIA vs. CLE,W,119,4
2022-23,1610612759,SAS,0022201002,2023-03-10,SAS vs. DEN,W,128,8
2022-23,1610612747,LAL,0022201003,2023-03-10,LAL vs. TOR,W,122,10
2022-23,1610612737,ATL,0022200999,2023-03-10,ATL @ WAS,W,114,7
2022-23,1610612753,ORL,0022201007,2023-03-11,ORL vs. MIA,W,126,12
2022-23,1610612744,GSW,0022201012,2023-03-11,GSW vs. MIL,W,125,9
2022-23,1610612746,LAC,0022201004,2023-03-11,LAC vs. NYK,W,106,11
2022-23,1610612748,MIA,0022201007,2023-03-11,MIA @ ORL,L,114,-12
2022-23,1610612765,DET,0022201006,2023-03-11,DET vs. IND,L,115,-6
2022-23,1610612758,SAC,0022201013,2023-03-11,SAC @ PHX,W,128,9
2022-23,1610612756,PHX,0022201013,2023-03-11,PHX vs. SAC,L,119,-9
2022-23,1610612738,BOS,0022201008,2023-03-11,BOS @ ATL,W,134,9
2022-23,1610612737,ATL,0022201008,2023-03-11,ATL vs. BOS,L,125,-9
2022-23,1610612760,OKC,0022201011,2023-03-11,OKC @ NOP,W,110,14
2022-23,1610612745,HOU,0022201009,2023-03-11,HOU vs. CHI,L,111,-8
2022-23,1610612763,MEM,0022201010,2023-03-11,MEM vs. DAL,W,112,4
2022-23,1610612749,MIL,0022201012,2023-03-11,MIL @ GSW,L,116,-9
2022-23,1610612741,CHI,0022201009,2023-03-11,CHI @ HOU,W,119,8
2022-23,1610612752,NYK,0022201004,2023-03-11,NYK @ LAC,L,95,-11
2022-23,1610612740,NOP,0022201011,2023-03-11,NOP vs. OKC,L,96,-14
2022-23,1610612766,CHA,0022201005,2023-03-11,CHA vs. UTA,L,111,-8
2022-23,1610612742,DAL,0022201010,2023-03-11,DAL @ MEM,L,108,-4
2022-23,1610612754,IND,0022201006,2023-03-11,IND @ DET,W,121,6
2022-23,1610612762,UTA,0022201005,2023-03-11,UTA @ CHA,W,119,8
2022-23,1610612752,NYK,0022201019,2023-03-12,NYK @ LAL,W,112,4
2022-23,1610612743,DEN,0022201014,2023-03-12,DEN vs. BKN,L,120,-2
2022-23,1610612747,LAL,0022201019,2023-03-12,LAL vs. NYK,L,108,-4
2022-23,1610612764,WAS,0022201016,2023-03-12,WAS @ PHI,L,93,-19
2022-23,1610612740,NOP,0022201017,2023-03-12,NOP vs. POR,W,127,17
2022-23,1610612760,OKC,0022201018,2023-03-12,OKC @ SAS,W,102,12
2022-23,1610612766,CHA,0022201015,2023-03-12,CHA vs. CLE,L,108,-6
2022-23,1610612757,POR,0022201017,2023-03-12,POR @ NOP,L,110,-17
2022-23,1610612751,BKN,0022201014,2023-03-12,BKN @ DEN,W,122,2
2022-23,1610612759,SAS,0022201018,2023-03-12,SAS vs. OKC,L,90,-12
2022-23,1610612755,PHI,0022201016,2023-03-12,PHI vs. WAS,W,112,19
2022-23,1610612739,CLE,0022201015,2023-03-12,CLE @ CHA,W,114,6
2022-23,1610612762,UTA,0022201022,2023-03-13,UTA @ MIA,L,115,-4
2022-23,1610612758,SAC,0022201026,2023-03-13,SAC vs. MIL,L,124,-9
2022-23,1610612737,ATL,0022201021,2023-03-13,ATL vs. MIN,L,115,-21
2022-23,1610612765,DET,0022201020,2023-03-13,DET vs. IND,W,117,20
2022-23,1610612744,GSW,0022201025,2023-03-13,GSW vs. PHX,W,123,11
2022-23,1610612749,MIL,0022201026,2023-03-13,MIL @ SAC,W,133,9
2022-23,1610612750,MIN,0022201021,2023-03-13,MIN @ ATL,W,136,21
2022-23,1610612745,HOU,0022201024,2023-03-13,HOU vs. BOS,W,111,2
2022-23,1610612763,MEM,0022201023,2023-03-13,MEM @ DAL,W,104,16
2022-23,1610612756,PHX,0022201025,2023-03-13,PHX @ GSW,L,112,-11
2022-23,1610612738,BOS,0022201024,2023-03-13,BOS @ HOU,L,109,-2
2022-23,1610612748,MIA,0022201022,2023-03-13,MIA vs. UTA,W,119,4
2022-23,1610612742,DAL,0022201023,2023-03-13,DAL vs. MEM,L,88,-16
2022-23,1610612754,IND,0022201020,2023-03-13,IND @ DET,L,97,-20
2022-23,1610612740,NOP,0022201030,2023-03-14,NOP vs. LAL,L,108,-15
2022-23,1610612756,PHX,0022201033,2023-03-14,PHX vs. MIL,L,104,-12
2022-23,1610612760,OKC,0022201031,2023-03-14,OKC vs. BKN,W,121,14
2022-23,1610612757,POR,0022201034,2023-03-14,POR vs. NYK,L,107,-16
2022-23,1610612759,SAS,0022201032,2023-03-14,SAS vs. ORL,W,132,18
2022-23,1610612749,MIL,0022201033,2023-03-14,MIL @ PHX,W,116,12
2022-23,1610612752,NYK,0022201034,2023-03-14,NYK @ POR,W,123,16
2022-23,1610612753,ORL,0022201032,2023-03-14,ORL @ SAS,L,114,-18
2022-23,1610612766,CHA,0022201027,2023-03-14,CHA vs. CLE,L,104,-16
2022-23,1610612747,LAL,0022201030,2023-03-14,LAL @ NOP,W,123,15
2022-23,1610612761,TOR,0022201029,2023-03-14,TOR vs. DEN,W,125,15
2022-23,1610612751,BKN,0022201031,2023-03-14,BKN @ OKC,L,107,-14
2022-23,1610612743,DEN,0022201029,2023-03-14,DEN @ TOR,L,110,-15
2022-23,1610612765,DET,0022201028,2023-03-14,DET @ WAS,L,97,-20
2022-23,1610612764,WAS,0022201028,2023-03-14,WAS vs. DET,W,117,20
2022-23,1610612739,CLE,0022201027,2023-03-14,CLE @ CHA,W,120,16
2022-23,1610612745,HOU,0022201038,2023-03-15,HOU vs. LAL,W,114,4
2022-23,1610612763,MEM,0022201036,2023-03-15,MEM @ MIA,L,119,-19
2022-23,1610612738,BOS,0022201039,2023-03-15,BOS @ MIN,W,104,2
2022-23,1610612739,CLE,0022201035,2023-03-15,CLE vs. PHI,L,109,-9
2022-23,1610612741,CHI,0022201037,2023-03-15,CHI vs. SAC,L,114,-3
2022-23,1610612742,DAL,0022201040,2023-03-15,DAL @ SAS,W,137,9
2022-23,1610612750,MIN,0022201039,2023-03-15,MIN vs. BOS,L,102,-2
2022-23,1610612755,PHI,0022201035,2023-03-15,PHI @ CLE,W,118,9
2022-23,1610612758,SAC,0022201037,2023-03-15,SAC @ CHI,W,117,3
2022-23,1610612759,SAS,0022201040,2023-03-15,SAS vs. DAL,L,128,-9
2022-23,1610612746,LAC,0022201041,2023-03-15,LAC vs. GSW,W,134,8
2022-23,1610612747,LAL,0022201038,2023-03-15,LAL @ HOU,L,110,-4
2022-23,1610612744,GSW,0022201041,2023-03-15,GSW @ LAC,L,126,-8
2022-23,1610612748,MIA,0022201036,2023-03-15,MIA vs. MEM,W,138,19
2022-23,1610612754,IND,0022201045,2023-03-16,IND @ MIL,W,139,16
2022-23,1610612758,SAC,0022201043,2023-03-16,SAC @ BKN,W,101,5
2022-23,1610612756,PHX,0022201046,2023-03-16,PHX vs. ORL,W,116,3
2022-23,1610612749,MIL,0022201045,2023-03-16,MIL vs. IND,L,123,-16
2022-23,1610612753,ORL,0022201046,2023-03-16,ORL @ PHX,L,113,-3
2022-23,1610612751,BKN,0022201043,2023-03-16,BKN vs. SAC,L,96,-5
2022-23,1610612765,DET,0022201042,2023-03-16,DET vs. DEN,L,100,-19
2022-23,1610612761,TOR,0022201044,2023-03-16,TOR vs. OKC,W,128,17
2022-23,1610612760,OKC,0022201044,2023-03-16,OKC @ TOR,L,111,-17
2022-23,1610612743,DEN,0022201042,2023-03-16,DEN @ DET,W,119,19
2022-23,1610612742,DAL,0022201054,2023-03-17,DAL @ LAL,W,111,1
2022-23,1610612741,CHI,0022201050,2023-03-17,CHI vs. MIN,W,139,8
2022-23,1610612766,CHA,0022201047,2023-03-17,CHA vs. PHI,L,82,-39
2022-23,1610612738,BOS,0022201053,2023-03-17,BOS @ POR,W,126,14
2022-23,1610612763,MEM,0022201052,2023-03-17,MEM @ SAS,W,126,6
2022-23,1610612744,GSW,0022201048,2023-03-17,GSW @ ATL,L,119,-8
2022-23,1610612757,POR,0022201053,2023-03-17,POR vs. BOS,L,112,-14
2022-23,1610612764,WAS,0022201049,2023-03-17,WAS @ CLE,L,94,-23
2022-23,1610612745,HOU,0022201051,2023-03-17,HOU vs. NOP,W,114,2
2022-23,1610612750,MIN,0022201050,2023-03-17,MIN @ CHI,L,131,-8
2022-23,1610612747,LAL,0022201054,2023-03-17,LAL vs. DAL,L,110,-1
2022-23,1610612737,ATL,0022201048,2023-03-17,ATL vs. GSW,W,127,8
2022-23,1610612740,NOP,0022201051,2023-03-17,NOP @ HOU,L,112,-2
2022-23,1610612759,SAS,0022201052,2023-03-17,SAS vs. MEM,L,120,-6
2022-23,1610612739,CLE,0022201049,2023-03-17,CLE vs. WAS,W,117,23
2022-23,1610612755,PHI,0022201047,2023-03-17,PHI @ CHA,W,121,39
2022-23,1610612741,CHI,0022201060,2023-03-18,CHI vs. MIA,W,113,14
2022-23,1610612761,TOR,0022201058,2023-03-18,TOR vs. MIN,W,122,15
2022-23,1610612743,DEN,0022201055,2023-03-18,DEN @ NYK,L,110,-6
2022-23,1610612746,LAC,0022201056,2023-03-18,LAC vs. ORL,L,108,-5
2022-23,1610612755,PHI,0022201057,2023-03-18,PHI @ IND,W,141,20
2022-23,1610612754,IND,0022201057,2023-03-18,IND vs. PHI,L,121,-20
2022-23,1610612764,WAS,0022201059,2023-03-18,WAS vs. SAC,L,118,-14
2022-23,1610612762,UTA,0022201062,2023-03-18,UTA vs. BOS,W,118,1
2022-23,1610612748,MIA,0022201060,2023-03-18,MIA @ CHI,L,99,-14
2022-23,1610612752,NYK,0022201055,2023-03-18,NYK vs. DEN,W,116,6
2022-23,1610612763,MEM,0022201061,2023-03-18,MEM vs. GSW,W,133,14
2022-23,1610612753,ORL,0022201056,2023-03-18,ORL @ LAC,W,113,5
2022-23,1610612750,MIN,0022201058,2023-03-18,MIN @ TOR,L,107,-15
2022-23,1610612738,BOS,0022201062,2023-03-18,BOS @ UTA,L,117,-1
2022-23,1610612744,GSW,0022201061,2023-03-18,GSW @ MEM,L,119,-14
2022-23,1610612758,SAC,0022201059,2023-03-18,SAC @ WAS,W,132,14
2022-23,1610612753,ORL,0022201070,2023-03-19,ORL @ LAL,L,105,-6
2022-23,1610612765,DET,0022201066,2023-03-19,DET vs. MIA,L,100,-12
2022-23,1610612761,TOR,0022201068,2023-03-19,TOR @ MIL,L,111,-7
2022-23,1610612743,DEN,0022201063,2023-03-19,DEN @ BKN,W,108,6
2022-23,1610612747,LAL,0022201070,2023-03-19,LAL vs. ORL,W,111,6
2022-23,1610612760,OKC,0022201064,2023-03-19,OKC vs. PHX,W,124,4
2022-23,1610612746,LAC,0022201069,2023-03-19,LAC @ POR,W,117,15
2022-23,1610612737,ATL,0022201065,2023-03-19,ATL @ SAS,L,118,-8
2022-23,1610612759,SAS,0022201065,2023-03-19,SAS vs. ATL,W,126,8
2022-23,1610612745,HOU,0022201067,2023-03-19,HOU vs. NOP,L,107,-10
2022-23,1610612751,BKN,0022201063,2023-03-19,BKN vs. DEN,L,102,-6
2022-23,1610612740,NOP,0022201067,2023-03-19,NOP @ HOU,W,117,10
2022-23,1610612757,POR,0022201069,2023-03-19,POR vs. LAC,L,102,-15
2022-23,1610612756,PHX,0022201064,2023-03-19,PHX @ OKC,L,120,-4
2022-23,1610612749,MIL,0022201068,2023-03-19,MIL vs. TOR,W,118,7
2022-23,1610612748,MIA,0022201066,2023-03-19,MIA @ DET,W,112,12
2022-23,1610612752,NYK,0022201073,2023-03-20,NYK vs. MIN,L,134,-6
2022-23,1610612750,MIN,0022201073,2023-03-20,MIN @ NYK,W,140,6
2022-23,1610612766,CHA,0022201071,2023-03-20,CHA vs. IND,W,115,6
2022-23,1610612741,CHI,0022201072,2023-03-20,CHI @ PHI,W,109,4
2022-23,1610612762,UTA,0022201076,2023-03-20,UTA vs. SAC,W,128,8
2022-23,1610612755,PHI,0022201072,2023-03-20,PHI vs. CHI,L,105,-4
2022-23,1610612763,MEM,0022201075,2023-03-20,MEM vs. DAL,W,112,4
2022-23,1610612745,HOU,0022201074,2023-03-20,HOU vs. GSW,L,108,-13
2022-23,1610612744,GSW,0022201074,2023-03-20,GSW @ HOU,W,121,13
2022-23,1610612758,SAC,0022201076,2023-03-20,SAC @ UTA,L,120,-8
2022-23,1610612742,DAL,0022201075,2023-03-20,DAL @ MEM,L,108,-4
2022-23,1610612754,IND,0022201071,2023-03-20,IND @ CHA,L,109,-6
2022-23,1610612739,CLE,0022201079,2023-03-21,CLE @ BKN,W,115,6
2022-23,1610612764,WAS,0022201077,2023-03-21,WAS @ ORL,L,112,-10
2022-23,1610612738,BOS,0022201081,2023-03-21,BOS @ SAC,W,132,23
2022-23,1610612740,NOP,0022201080,2023-03-21,NOP vs. SAS,W,119,35
2022-23,1610612765,DET,0022201078,2023-03-21,DET @ ATL,L,107,-22
2022-23,1610612758,SAC,0022201081,2023-03-21,SAC vs. BOS,L,109,-23
2022-23,1610612751,BKN,0022201079,2023-03-21,BKN vs. CLE,L,109,-6
2022-23,1610612759,SAS,0022201080,2023-03-21,SAS @ NOP,L,84,-35
2022-23,1610612760,OKC,0022201082,2023-03-21,OKC @ LAC,W,101,1
2022-23,1610612746,LAC,0022201082,2023-03-21,LAC vs. OKC,L,100,-1
2022-23,1610612753,ORL,0022201077,2023-03-21,ORL vs. WAS,W,122,10
2022-23,1610612737,ATL,0022201078,2023-03-21,ATL vs. DET,W,129,22
2022-23,1610612756,PHX,0022201092,2023-03-22,PHX @ LAL,L,111,-11
2022-23,1610612752,NYK,0022201084,2023-03-22,NYK @ MIA,L,120,-7
2022-23,1610612759,SAS,0022201089,2023-03-22,SAS @ MIL,L,94,-36
2022-23,1610612737,ATL,0022201090,2023-03-22,ATL @ MIN,L,124,-1
2022-23,1610612748,MIA,0022201084,2023-03-22,MIA vs. NYK,W,127,7
2022-23,1610612761,TOR,0022201085,2023-03-22,TOR vs. IND,L,114,-4
2022-23,1610612741,CHI,0022201087,2023-03-22,CHI vs. PHI,L,91,-25
2022-23,1610612747,LAL,0022201092,2023-03-22,LAL vs. PHX,W,122,11
2022-23,1610612762,UTA,0022201091,2023-03-22,UTA vs. POR,L,115,-12
2022-23,1610612749,MIL,0022201089,2023-03-22,MIL vs. SAS,W,130,36
2022-23,1610612750,MIN,0022201090,2023-03-22,MIN vs. ATL,W,125,1
2022-23,1610612755,PHI,0022201087,2023-03-22,PHI @ CHI,W,116,25
2022-23,1610612744,GSW,0022201086,2023-03-22,GSW @ DAL,W,127,2
2022-23,1610612764,WAS,0022201083,2023-03-22,WAS vs. DEN,L,104,-14
2022-23,1610612742,DAL,0022201086,2023-03-22,DAL vs. GSW,L,125,-2
2022-23,1610612763,MEM,0022201088,2023-03-22,MEM vs. HOU,W,130,5
2022-23,1610612754,IND,0022201085,2023-03-22,IND @ TOR,W,118,4
2022-23,1610612757,POR,0022201091,2023-03-22,POR @ UTA,W,127,12
2022-23,1610612745,HOU,0022201088,2023-03-22,HOU @ MEM,L,125,-5
2022-23,1610612743,DEN,0022201083,2023-03-22,DEN @ WAS,W,118,14
2022-23,1610612739,CLE,0022201094,2023-03-23,CLE @ BKN,W,116,2
2022-23,1610612753,ORL,0022201093,2023-03-23,ORL vs. NYK,W,111,5
2022-23,1610612752,NYK,0022201093,2023-03-23,NYK @ ORL,L,106,-5
2022-23,1610612751,BKN,0022201094,2023-03-23,BKN vs. CLE,L,114,-2
2022-23,1610612766,CHA,0022201095,2023-03-23,CHA @ NOP,L,96,-19
2022-23,1610612760,OKC,0022201096,2023-03-23,OKC @ LAC,L,105,-22
2022-23,1610612746,LAC,0022201096,2023-03-23,LAC vs. OKC,W,127,22
2022-23,1610612740,NOP,0022201095,2023-03-23,NOP vs. CHA,W,115,19
2022-23,1610612760,OKC,0022201106,2023-03-24,OKC @ LAL,L,111,-5
2022-23,1610612762,UTA,0022201102,2023-03-24,UTA vs. MIL,L,116,-28
2022-23,1610612738,BOS,0022201097,2023-03-24,BOS vs. IND,W,120,25
2022-23,1610612744,GSW,0022201103,2023-03-24,GSW vs. PHI,W,120,8
2022-23,1610612758,SAC,0022201105,2023-03-24,SAC vs. PHX,W,135,8
2022-23,1610612741,CHI,0022201104,2023-03-24,CHI @ POR,W,124,28
2022-23,1610612756,PHX,0022201105,2023-03-24,PHX @ SAC,L,127,-8
2022-23,1610612764,WAS,0022201098,2023-03-24,WAS vs. SAS,W,136,12
2022-23,1610612754,IND,0022201097,2023-03-24,IND @ BOS,L,95,-25
2022-23,1610612757,POR,0022201104,2023-03-24,POR vs. CHI,L,96,-28
2022-23,1610612766,CHA,0022201101,2023-03-24,CHA @ DAL,W,117,8
2022-23,1610612755,PHI,0022201103,2023-03-24,PHI @ GSW,L,112,-8
2022-23,1610612763,MEM,0022201100,2023-03-24,MEM vs. HOU,W,151,37
2022-23,1610612747,LAL,0022201106,2023-03-24,LAL vs. OKC,W,116,5
2022-23,1610612765,DET,0022201099,2023-03-24,DET @ TOR,L,97,-21
2022-23,1610612749,MIL,0022201102,2023-03-24,MIL @ UTA,W,144,28
2022-23,1610612745,HOU,0022201100,2023-03-24,HOU @ MEM,L,114,-37
2022-23,1610612759,SAS,0022201098,2023-03-24,SAS @ WAS,L,124,-12
2022-23,1610612761,TOR,0022201099,2023-03-24,TOR vs. DET,W,118,21
2022-23,1610612742,DAL,0022201101,2023-03-24,DAL vs. CHA,L,109,-8
2022-23,1610612751,BKN,0022201108,2023-03-25,BKN @ MIA,W,129,29
2022-23,1610612743,DEN,0022201109,2023-03-25,DEN vs. MIL,W,129,23
2022-23,1610612748,MIA,0022201108,2023-03-25,MIA vs. BKN,L,100,-29
2022-23,1610612737,ATL,0022201107,2023-03-25,ATL vs. IND,W,143,13
2022-23,1610612756,PHX,0022201110,2023-03-25,PHX vs. PHI,W,125,20
2022-23,1610612755,PHI,0022201110,2023-03-25,PHI @ PHX,L,105,-20
2022-23,1610612762,UTA,0022201111,2023-03-25,UTA @ SAC,L,113,-8
2022-23,1610612754,IND,0022201107,2023-03-25,IND @ ATL,L,130,-13
2022-23,1610612746,LAC,0022201112,2023-03-25,LAC vs. NOP,L,110,-21
2022-23,1610612749,MIL,0022201109,2023-03-25,MIL @ DEN,L,106,-23
2022-23,1610612740,NOP,0022201112,2023-03-25,NOP @ LAC,W,131,21
2022-23,1610612758,SAC,0022201111,2023-03-25,SAC vs. UTA,W,121,8
2022-23,1610612741,CHI,0022201114,2023-03-26,CHI @ LAL,W,118,10
2022-23,1610612744,GSW,0022201121,2023-03-26,GSW vs. MIN,L,96,-3
2022-23,1610612753,ORL,0022201118,2023-03-26,ORL vs. BKN,W,119,13
2022-23,1610612751,BKN,0022201118,2023-03-26,BKN @ ORL,L,106,-13
2022-23,1610612760,OKC,0022201120,2023-03-26,OKC @ POR,W,118,6
2022-23,1610612738,BOS,0022201116,2023-03-26,BOS vs. SAS,W,137,44
2022-23,1610612763,MEM,0022201115,2023-03-26,MEM @ ATL,W,123,4
2022-23,1610612759,SAS,0022201116,2023-03-26,SAS @ BOS,L,93,-44
2022-23,1610612745,HOU,0022201117,2023-03-26,HOU @ CLE,L,91,-17
2022-23,1610612747,LAL,0022201114,2023-03-26,LAL vs. CHI,L,108,-10
2022-23,1610612766,CHA,0022201113,2023-03-26,CHA vs. DAL,W,110,6
2022-23,1610612750,MIN,0022201121,2023-03-26,MIN @ GSW,W,99,3
2022-23,1610612739,CLE,0022201117,2023-03-26,CLE vs. HOU,W,108,17
2022-23,1610612757,POR,0022201120,2023-03-26,POR vs. OKC,L,112,-6
2022-23,1610612764,WAS,0022201119,2023-03-26,WAS @ TOR,L,104,-10
2022-23,1610612737,ATL,0022201115,2023-03-26,ATL vs. MEM,L,119,-4
2022-23,1610612761,TOR,0022201119,2023-03-26,TOR vs. WAS,W,114,10
2022-23,1610612742,DAL,0022201113,2023-03-26,DAL @ CHA,L,104,-6
2022-23,1610612765,DET,0022201122,2023-03-27,DET vs. MIL,L,117,-9
2022-23,1610612758,SAC,0022201128,2023-03-27,SAC vs. MIN,L,115,-4
2022-23,1610612745,HOU,0022201124,2023-03-27,HOU @ NYK,L,115,-22
2022-23,1610612742,DAL,0022201123,2023-03-27,DAL @ IND,W,127,23
2022-23,1610612743,DEN,0022201126,2023-03-27,DEN vs. PHI,W,116,5
2022-23,1610612762,UTA,0022201125,2023-03-27,UTA vs. PHX,L,103,-14
2022-23,1610612740,NOP,0022201127,2023-03-27,NOP @ POR,W,124,34
2022-23,1610612750,MIN,0022201128,2023-03-27,MIN @ SAC,W,119,4
2022-23,1610612757,POR,0022201127,2023-03-27,POR vs. NOP,L,90,-34
2022-23,1610612746,LAC,0022201129,2023-03-27,LAC vs. CHI,W,124,12
2022-23,1610612754,IND,0022201123,2023-03-27,IND vs. DAL,L,104,-23
2022-23,1610612755,PHI,0022201126,2023-03-27,PHI @ DEN,L,111,-5
2022-23,1610612752,NYK,0022201124,2023-03-27,NYK vs. HOU,W,137,22
2022-23,1610612741,CHI,0022201129,2023-03-27,CHI @ LAC,L,112,-12
2022-23,1610612756,PHX,0022201125,2023-03-27,PHX @ UTA,W,117,14
2022-23,1610612749,MIL,0022201122,2023-03-27,MIL @ DET,W,126,9
2022-23,1610612761,TOR,0022201132,2023-03-28,TOR vs. MIA,W,106,14
2022-23,1610612763,MEM,0022201133,2023-03-28,MEM vs. ORL,W,113,5
2022-23,1610612739,CLE,0022201131,2023-03-28,CLE @ ATL,L,118,-2
2022-23,1610612764,WAS,0022201130,2023-03-28,WAS vs. BOS,W,130,19
2022-23,1610612737,ATL,0022201131,2023-03-28,ATL vs. CLE,W,120,2
2022-23,1610612744,GSW,0022201135,2023-03-28,GSW vs. NOP,W,120,11
2022-23,1610612740,NOP,0022201135,2023-03-28,NOP @ GSW,L,109,-11
2022-23,1610612766,CHA,0022201134,2023-03-28,CHA @ OKC,W,137,3
2022-23,1610612748,MIA,0022201132,2023-03-28,MIA @ TOR,L,92,-14
2022-23,1610612753,ORL,0022201133,2023-03-28,ORL @ MEM,L,108,-5
2022-23,1610612738,BOS,0022201130,2023-03-28,BOS @ WAS,L,111,-19
2022-23,1610612760,OKC,0022201134,2023-03-28,OKC vs. CHA,L,134,-3
2022-23,1610612741,CHI,0022201140,2023-03-29,CHI vs. LAL,L,110,-11
2022-23,1610612752,NYK,0022201138,2023-03-29,NYK vs. MIA,W,101,9
2022-23,1610612754,IND,0022201136,2023-03-29,IND vs. MIL,L,136,-13
2022-23,1610612756,PHX,0022201144,2023-03-29,PHX vs. MIN,W,107,7
2022-23,1610612745,HOU,0022201137,2023-03-29,HOU @ BKN,L,114,-9
2022-23,1610612748,MIA,0022201138,2023-03-29,MIA @ NYK,L,92,-9
2022-23,1610612749,MIL,0022201136,2023-03-29,MIL @ IND,W,149,13
2022-23,1610612742,DAL,0022201139,2023-03-29,DAL @ PHI,L,108,-8
2022-23,1610612750,MIN,0022201144,2023-03-29,MIN @ PHX,L,100,-7
2022-23,1610612758,SAC,0022201145,2023-03-29,SAC @ POR,W,120,40
