season,TEAM_ID,TEAM_ABBREVIATION,GAME_ID,GAME_DATE,MATCHUP,WL,PTS,PLUS_MINUS
2022-23,1610612757,POR,0022201145,2023-03-29,POR vs. SAC,L,80,-40
2022-23,1610612762,UTA,0022201143,2023-03-29,UTA @ SAS,W,128,11
2022-23,1610612747,LAL,0022201140,2023-03-29,LAL @ CHI,W,121,11
2022-23,1610612755,PHI,0022201139,2023-03-29,PHI vs. DAL,W,116,8
2022-23,1610612751,BKN,0022201137,2023-03-29,BKN vs. HOU,W,123,9
2022-23,1610612763,MEM,0022201141,2023-03-29,MEM vs. LAC,L,132,-9
2022-23,1610612765,DET,0022201142,2023-03-29,DET @ OKC,L,106,-1
2022-23,1610612759,SAS,0022201143,2023-03-29,SAS vs. UTA,L,117,-11
2022-23,1610612746,LAC,0022201141,2023-03-29,LAC @ MEM,W,141,9
2022-23,1610612760,OKC,0022201142,2023-03-29,OKC vs. DET,W,107,1
2022-23,1610612738,BOS,0022201146,2023-03-30,BOS @ MIL,W,140,41
2022-23,1610612749,MIL,0022201146,2023-03-30,MIL vs. BOS,L,99,-41
2022-23,1610612743,DEN,0022201147,2023-03-30,DEN vs. NOP,L,88,-19
2022-23,1610612740,NOP,0022201147,2023-03-30,NOP @ DEN,W,107,19
2022-23,1610612750,MIN,0022201157,2023-03-31,MIN vs. LAL,L,111,-12
2022-23,1610612747,LAL,0022201157,2023-03-31,LAL @ MIN,W,123,12
2022-23,1610612737,ATL,0022201153,2023-03-31,ATL @ BKN,L,107,-17
2022-23,1610612739,CLE,0022201154,2023-03-31,CLE vs. NYK,L,116,-14
2022-23,1610612764,WAS,0022201151,2023-03-31,WAS vs. ORL,L,109,-7
2022-23,1610612760,OKC,0022201149,2023-03-31,OKC @ IND,L,117,-4
2022-23,1610612761,TOR,0022201150,2023-03-31,TOR @ PHI,L,110,-7
2022-23,1610612743,DEN,0022201160,2023-03-31,DEN @ PHX,L,93,-7
2022-23,1610612758,SAC,0022201159,2023-03-31,SAC @ POR,W,138,24
2022-23,1610612757,POR,0022201159,2023-03-31,POR vs. SAC,L,114,-24
2022-23,1610612744,GSW,0022201158,2023-03-31,GSW vs. SAS,W,130,15
2022-23,1610612751,BKN,0022201153,2023-03-31,BKN vs. ATL,W,124,17
2022-23,1610612762,UTA,0022201152,2023-03-31,UTA @ BOS,L,114,-8
2022-23,1610612752,NYK,0022201154,2023-03-31,NYK @ CLE,W,130,14
2022-23,1610612766,CHA,0022201148,2023-03-31,CHA vs. CHI,L,91,-30
2022-23,1610612756,PHX,0022201160,2023-03-31,PHX vs. DEN,W,100,7
2022-23,1610612759,SAS,0022201158,2023-03-31,SAS @ GSW,L,115,-15
2022-23,1610612765,DET,0022201155,2023-03-31,DET @ HOU,L,115,-6
2022-23,1610612763,MEM,0022201156,2023-03-31,MEM vs. LAC,W,108,14
2022-23,1610612754,IND,0022201149,2023-03-31,IND vs. OKC,W,121,4
2022-23,1610612755,PHI,0022201150,2023-03-31,PHI vs. TOR,W,117,7
2022-23,1610612738,BOS,0022201152,2023-03-31,BOS vs. UTA,W,122,8
2022-23,1610612746,LAC,0022201156,2023-03-31,LAC @ MEM,L,94,-14
2022-23,1610612753,ORL,0022201151,2023-03-31,ORL @ WAS,W,116,7
2022-23,1610612745,HOU,0022201155,2023-03-31,HOU vs. DET,W,121,6
2022-23,1610612741,CHI,0022201148,2023-03-31,CHI @ CHA,W,121,30
2022-23,1610612742,DAL,0022201161,2023-04-01,DAL @ MIA,L,122,-7
2022-23,1610612746,LAC,0022201162,2023-04-01,LAC @ NOP,L,114,-8
2022-23,1610612748,MIA,0022201161,2023-04-01,MIA vs. DAL,W,129,7
2022-23,1610612740,NOP,0022201162,2023-04-01,NOP vs. LAC,W,122,8
2022-23,1610612745,HOU,0022201171,2023-04-02,HOU vs. LAL,L,109,-25
2022-23,1610612755,PHI,0022201174,2023-04-02,PHI @ MIL,L,104,-13
2022-23,1610612757,POR,0022201166,2023-04-02,POR @ MIN,W,107,2
2022-23,1610612762,UTA,0022201164,2023-04-02,UTA @ BKN,L,110,-1
2022-23,1610612764,WAS,0022201168,2023-04-02,WAS @ NYK,L,109,-9
2022-23,1610612765,DET,0022201169,2023-04-02,DET @ ORL,L,102,-26
2022-23,1610612739,CLE,0022201173,2023-04-02,CLE vs. IND,W,115,10
2022-23,1610612749,MIL,0022201174,2023-04-02,MIL vs. PHI,W,117,13
2022-23,1610612760,OKC,0022201172,2023-04-02,OKC vs. PHX,L,118,-10
2022-23,1610612750,MIN,0022201166,2023-04-02,MIN vs. POR,L,105,-2
2022-23,1610612759,SAS,0022201170,2023-04-02,SAS @ SAC,W,142,8
2022-23,1610612758,SAC,0022201170,2023-04-02,SAC vs. SAS,L,134,-8
2022-23,1610612742,DAL,0022201167,2023-04-02,DAL @ ATL,L,130,-2
2022-23,1610612754,IND,0022201173,2023-04-02,IND @ CLE,L,105,-10
2022-23,1610612763,MEM,0022201165,2023-04-02,MEM @ CHI,L,107,-21
2022-23,1610612737,ATL,0022201167,2023-04-02,ATL vs. DAL,W,132,2
2022-23,1610612744,GSW,0022201175,2023-04-02,GSW @ DEN,L,110,-2
2022-23,1610612743,DEN,0022201175,2023-04-02,DEN vs. GSW,W,112,2
2022-23,1610612747,LAL,0022201171,2023-04-02,LAL @ HOU,W,134,25
2022-23,1610612756,PHX,0022201172,2023-04-02,PHX @ OKC,W,128,10
2022-23,1610612766,CHA,0022201163,2023-04-02,CHA vs. TOR,L,108,-20
2022-23,1610612751,BKN,0022201164,2023-04-02,BKN vs. UTA,W,111,1
2022-23,1610612741,CHI,0022201165,2023-04-02,CHI vs. MEM,W,128,21
2022-23,1610612752,NYK,0022201168,2023-04-02,NYK vs. WAS,W,118,9
2022-23,1610612753,ORL,0022201169,2023-04-02,ORL vs. DET,W,128,26
2022-23,1610612761,TOR,0022201163,2023-04-02,TOR @ CHA,W,128,20
2022-23,1610612762,UTA,0022201186,2023-04-04,UTA vs. LAL,L,133,-2
2022-23,1610612765,DET,0022201177,2023-04-04,DET vs. MIA,L,105,-13
2022-23,1610612764,WAS,0022201179,2023-04-04,WAS vs. MIL,L,128,-12
2022-23,1610612751,BKN,0022201180,2023-04-04,BKN vs. MIN,L,102,-5
2022-23,1610612750,MIN,0022201180,2023-04-04,MIN @ BKN,W,107,5
2022-23,1610612739,CLE,0022201178,2023-04-04,CLE @ ORL,W,117,4
2022-23,1610612738,BOS,0022201181,2023-04-04,BOS @ PHI,L,101,-2
2022-23,1610612759,SAS,0022201188,2023-04-04,SAS @ PHX,L,94,-21
2022-23,1610612763,MEM,0022201184,2023-04-04,MEM vs. POR,W,119,10
2022-23,1610612740,NOP,0022201185,2023-04-04,NOP vs. SAC,L,103,-18
2022-23,1610612756,PHX,0022201188,2023-04-04,PHX vs. SAS,W,115,21
2022-23,1610612741,CHI,0022201182,2023-04-04,CHI vs. ATL,L,105,-18
2022-23,1610612755,PHI,0022201181,2023-04-04,PHI vs. BOS,W,103,2
2022-23,1610612753,ORL,0022201178,2023-04-04,ORL vs. CLE,L,113,-4
2022-23,1610612758,SAC,0022201185,2023-04-04,SAC @ NOP,W,121,18
2022-23,1610612737,ATL,0022201182,2023-04-04,ATL @ CHI,W,123,18
2022-23,1610612745,HOU,0022201183,2023-04-04,HOU vs. DEN,W,124,21
2022-23,1610612760,OKC,0022201187,2023-04-04,OKC @ GSW,L,125,-11
2022-23,1610612743,DEN,0022201183,2023-04-04,DEN @ HOU,L,103,-21
2022-23,1610612744,GSW,0022201187,2023-04-04,GSW vs. OKC,W,136,11
2022-23,1610612766,CHA,0022201176,2023-04-04,CHA vs. TOR,L,100,-20
2022-23,1610612747,LAL,0022201186,2023-04-04,LAL @ UTA,W,135,2
2022-23,1610612757,POR,0022201184,2023-04-04,POR @ MEM,L,109,-10
2022-23,1610612749,MIL,0022201179,2023-04-04,MIL @ WAS,W,140,12
2022-23,1610612748,MIA,0022201177,2023-04-04,MIA @ DET,W,118,13
2022-23,1610612761,TOR,0022201176,2023-04-04,TOR @ CHA,W,120,20
2022-23,1610612746,LAC,0022201196,2023-04-05,LAC vs. LAL,W,125,7
2022-23,1610612741,CHI,0022201193,2023-04-05,CHI @ MIL,L,92,-13
2022-23,1610612765,DET,0022201189,2023-04-05,DET vs. BKN,L,108,-15
2022-23,1610612754,IND,0022201190,2023-04-05,IND vs. NYK,L,129,-9
2022-23,1610612752,NYK,0022201190,2023-04-05,NYK @ IND,W,138,9
2022-23,1610612742,DAL,0022201195,2023-04-05,DAL vs. SAC,W,123,4
2022-23,1610612764,WAS,0022201191,2023-04-05,WAS @ ATL,L,116,-18
2022-23,1610612761,TOR,0022201192,2023-04-05,TOR @ BOS,L,93,-4
2022-23,1610612763,MEM,0022201194,2023-04-05,MEM @ NOP,L,131,-7
2022-23,1610612749,MIL,0022201193,2023-04-05,MIL vs. CHI,W,105,13
2022-23,1610612758,SAC,0022201195,2023-04-05,SAC @ DAL,L,119,-4
2022-23,1610612747,LAL,0022201196,2023-04-05,LAL @ LAC,L,118,-7
2022-23,1610612738,BOS,0022201192,2023-04-05,BOS vs. TOR,W,97,4
2022-23,1610612740,NOP,0022201194,2023-04-05,NOP vs. MEM,W,138,7
2022-23,1610612737,ATL,0022201191,2023-04-05,ATL vs. WAS,W,134,18
2022-23,1610612751,BKN,0022201189,2023-04-05,BKN @ DET,W,123,15
2022-23,1610612755,PHI,0022201198,2023-04-06,PHI vs. MIA,L,101,-28
2022-23,1610612739,CLE,0022201197,2023-04-06,CLE @ ORL,W,118,24
2022-23,1610612748,MIA,0022201198,2023-04-06,MIA @ PHI,W,129,28
2022-23,1610612743,DEN,0022201201,2023-04-06,DEN @ PHX,L,115,-4
2022-23,1610612759,SAS,0022201199,2023-04-06,SAS vs. POR,W,129,2
2022-23,1610612757,POR,0022201199,2023-04-06,POR @ SAS,L,127,-2
2022-23,1610612753,ORL,0022201197,2023-04-06,ORL vs. CLE,L,94,-24
2022-23,1610612756,PHX,0022201201,2023-04-06,PHX vs. DEN,W,119,4
2022-23,1610612762,UTA,0022201200,2023-04-06,UTA vs. OKC,L,98,-16
2022-23,1610612760,OKC,0022201200,2023-04-06,OKC @ UTA,W,114,16
2022-23,1610612756,PHX,0022201212,2023-04-07,PHX @ LAL,L,107,-14
2022-23,1610612764,WAS,0022201204,2023-04-07,WAS vs. MIA,W,114,6
2022-23,1610612763,MEM,0022201208,2023-04-07,MEM @ MIL,W,137,23
2022-23,1610612753,ORL,0022201207,2023-04-07,ORL @ BKN,L,84,-17
2022-23,1610612740,NOP,0022201209,2023-04-07,NOP vs. NYK,W,113,8
2022-23,1610612751,BKN,0022201207,2023-04-07,BKN vs. ORL,W,101,17
2022-23,1610612765,DET,0022201203,2023-04-07,DET @ IND,W,122,7
2022-23,1610612737,ATL,0022201205,2023-04-07,ATL vs. PHI,L,131,-5
2022-23,1610612747,LAL,0022201212,2023-04-07,LAL vs. PHX,W,121,14
2022-23,1610612744,GSW,0022201211,2023-04-07,GSW @ SAC,W,119,22
2022-23,1610612755,PHI,0022201205,2023-04-07,PHI @ ATL,W,136,5
2022-23,1610612761,TOR,0022201206,2023-04-07,TOR @ BOS,L,102,-19
2022-23,1610612752,NYK,0022201209,2023-04-07,NYK @ NOP,L,105,-8
2022-23,1610612742,DAL,0022201210,2023-04-07,DAL vs. CHI,L,112,-3
2022-23,1610612741,CHI,0022201210,2023-04-07,CHI @ DAL,W,115,3
2022-23,1610612758,SAC,0022201211,2023-04-07,SAC vs. GSW,L,97,-22
2022-23,1610612766,CHA,0022201202,2023-04-07,CHA vs. HOU,L,109,-3
2022-23,1610612738,BOS,0022201206,2023-04-07,BOS vs. TOR,W,121,19
2022-23,1610612749,MIL,0022201208,2023-04-07,MIL vs. MEM,L,114,-23
2022-23,1610612748,MIA,0022201204,2023-04-07,MIA @ WAS,L,108,-6
2022-23,1610612754,IND,0022201203,2023-04-07,IND vs. DET,L,115,-7
2022-23,1610612745,HOU,0022201202,2023-04-07,HOU @ CHA,W,112,3
2022-23,1610612759,SAS,0022201214,2023-04-08,SAS vs. MIN,L,131,-20
2022-23,1610612746,LAC,0022201215,2023-04-08,LAC vs. POR,W,136,11
2022-23,1610612750,MIN,0022201214,2023-04-08,MIN @ SAS,W,151,20
2022-23,1610612762,UTA,0022201213,2023-04-08,UTA vs. DEN,W,118,4
2022-23,1610612757,POR,0022201215,2023-04-08,POR @ LAC,L,125,-11
2022-23,1610612743,DEN,0022201213,2023-04-08,DEN @ UTA,L,114,-4
2022-23,1610612762,UTA,0022201228,2023-04-09,UTA @ LAL,L,117,-11
2022-23,1610612753,ORL,0022201219,2023-04-09,ORL @ MIA,L,110,-13
2022-23,1610612761,TOR,0022201221,2023-04-09,TOR vs. MIL,W,121,16
2022-23,1610612740,NOP,0022201225,2023-04-09,NOP @ MIN,L,108,-5
2022-23,1610612755,PHI,0022201217,2023-04-09,PHI @ BKN,W,134,29
2022-23,1610612754,IND,0022201220,2023-04-09,IND @ NYK,W,141,5
2022-23,1610612748,MIA,0022201219,2023-04-09,MIA vs. ORL,W,123,13
2022-23,1610612752,NYK,0022201220,2023-04-09,NYK vs. IND,L,136,-5
2022-23,1610612751,BKN,0022201217,2023-04-09,BKN vs. PHI,L,105,-29
2022-23,1610612746,LAC,0022201229,2023-04-09,LAC @ PHX,W,119,5
2022-23,1610612744,GSW,0022201230,2023-04-09,GSW @ POR,W,157,56
2022-23,1610612743,DEN,0022201227,2023-04-09,DEN vs. SAC,W,109,14
2022-23,1610612742,DAL,0022201224,2023-04-09,DAL vs. SAS,L,117,-21
2022-23,1610612738,BOS,0022201216,2023-04-09,BOS vs. ATL,W,120,6
2022-23,1610612737,ATL,0022201216,2023-04-09,ATL @ BOS,L,114,-6
2022-23,1610612766,CHA,0022201218,2023-04-09,CHA @ CLE,W,106,11
2022-23,1610612750,MIN,0022201225,2023-04-09,MIN vs. NOP,W,113,5
2022-23,1610612765,DET,0022201223,2023-04-09,DET @ CHI,L,81,-22
2022-23,1610612759,SAS,0022201224,2023-04-09,SAS @ DAL,W,138,21
2022-23,1610612758,SAC,0022201227,2023-04-09,SAC @ DEN,L,95,-14
2022-23,1610612757,POR,0022201230,2023-04-09,POR vs. GSW,L,101,-56
2022-23,1610612764,WAS,0022201222,2023-04-09,WAS vs. HOU,L,109,-5
2022-23,1610612756,PHX,0022201229,2023-04-09,PHX vs. LAC,L,114,-5
2022-23,1610612763,MEM,0022201226,2023-04-09,MEM @ OKC,L,100,-15
2022-23,1610612749,MIL,0022201221,2023-04-09,MIL @ TOR,L,105,-16
2022-23,1610612747,LAL,0022201228,2023-04-09,LAL vs. UTA,W,128,11
2022-23,1610612760,OKC,0022201226,2023-04-09,OKC vs. MEM,W,115,15
2022-23,1610612745,HOU,0022201222,2023-04-09,HOU @ WAS,W,114,5
2022-23,1610612741,CHI,0022201223,2023-04-09,CHI vs. DET,W,103,22
2022-23,1610612739,CLE,0022201218,2023-04-09,CLE vs. CHA,L,95,-11
2023-24,1610612743,DEN,0022300061,2023-10-24,DEN vs. LAL,W,119,12
2023-24,1610612744,GSW,0022300062,2023-10-24,GSW vs. PHX,L,104,-4
2023-24,1610612747,LAL,0022300061,2023-10-24,LAL @ DEN,L,107,-12
2023-24,1610612756,PHX,0022300062,2023-10-24,PHX @ GSW,W,108,4
2023-24,1610612765,DET,0022300068,2023-10-25,DET @ MIA,L,102,-1
2023-24,1610612761,TOR,0022300069,2023-10-25,TOR vs. MIN,W,97,3
2023-24,1610612739,CLE,0022300067,2023-10-25,CLE @ BKN,W,114,1
2023-24,1610612738,BOS,0022300065,2023-10-25,BOS @ NYK,W,108,4
2023-24,1610612745,HOU,0022300066,2023-10-25,HOU @ ORL,L,86,-30
2023-24,1610612764,WAS,0022300064,2023-10-25,WAS @ IND,L,120,-23
2023-24,1610612746,LAC,0022300074,2023-10-25,LAC vs. POR,W,123,12
2023-24,1610612762,UTA,0022300072,2023-10-25,UTA vs. SAC,L,114,-16
2023-24,1610612742,DAL,0022300073,2023-10-25,DAL @ SAS,W,126,7
2023-24,1610612766,CHA,0022300063,2023-10-25,CHA vs. ATL,W,116,6
2023-24,1610612752,NYK,0022300065,2023-10-25,NYK vs. BOS,L,104,-4
2023-24,1610612751,BKN,0022300067,2023-10-25,BKN vs. CLE,L,113,-1
2023-24,1610612763,MEM,0022300071,2023-10-25,MEM vs. NOP,L,104,-7
2023-24,1610612760,OKC,0022300070,2023-10-25,OKC @ CHI,W,124,20
2023-24,1610612759,SAS,0022300073,2023-10-25,SAS vs. DAL,L,119,-7
2023-24,1610612753,ORL,0022300066,2023-10-25,ORL vs. HOU,W,116,30
2023-24,1610612757,POR,0022300074,2023-10-25,POR @ LAC,L,111,-12
2023-24,1610612741,CHI,0022300070,2023-10-25,CHI vs. OKC,L,104,-20
2023-24,1610612750,MIN,0022300069,2023-10-25,MIN @ TOR,L,94,-3
2023-24,1610612758,SAC,0022300072,2023-10-25,SAC @ UTA,W,130,16
2023-24,1610612740,NOP,0022300071,2023-10-25,NOP @ MEM,W,111,7
2023-24,1610612754,IND,0022300064,2023-10-25,IND vs. WAS,W,143,23
2023-24,1610612748,MIA,0022300068,2023-10-25,MIA vs. DET,W,103,1
2023-24,1610612737,ATL,0022300063,2023-10-25,ATL @ CHA,L,110,-6
2023-24,1610612756,PHX,0022300076,2023-10-26,PHX @ LAL,L,95,-5
2023-24,1610612755,PHI,0022300075,2023-10-26,PHI @ MIL,L,117,-1
2023-24,1610612749,MIL,0022300075,2023-10-26,MIL vs. PHI,W,118,1
2023-24,1610612747,LAL,0022300076,2023-10-26,LAL vs. PHX,W,100,5
2023-24,1610612738,BOS,0022300080,2023-10-27,BOS vs. MIA,W,119,8
2023-24,1610612742,DAL,0022300084,2023-10-27,DAL vs. BKN,W,125,5
2023-24,1610612737,ATL,0022300079,2023-10-27,ATL vs. NYK,L,120,-6
2023-24,1610612757,POR,0022300086,2023-10-27,POR vs. ORL,L,97,-5
2023-24,1610612753,ORL,0022300086,2023-10-27,ORL @ POR,W,102,5
2023-24,1610612744,GSW,0022300087,2023-10-27,GSW @ SAC,W,122,8
2023-24,1610612745,HOU,0022300083,2023-10-27,HOU @ SAS,L,122,-4
2023-24,1610612752,NYK,0022300079,2023-10-27,NYK @ ATL,W,126,6
2023-24,1610612748,MIA,0022300080,2023-10-27,MIA @ BOS,L,111,-8
2023-24,1610612760,OKC,0022300081,2023-10-27,OKC @ CLE,W,108,3
2023-24,1610612761,TOR,0022300082,2023-10-27,TOR @ CHI,L,103,-1
2023-24,1610612751,BKN,0022300084,2023-10-27,BKN @ DAL,L,120,-5
2023-24,1610612763,MEM,0022300078,2023-10-27,MEM vs. DEN,L,104,-4
2023-24,1610612758,SAC,0022300087,2023-10-27,SAC vs. GSW,L,114,-8
2023-24,1610612759,SAS,0022300083,2023-10-27,SAS vs. HOU,W,126,4
2023-24,1610612762,UTA,0022300085,2023-10-27,UTA vs. LAC,W,120,2
2023-24,1610612739,CLE,0022300081,2023-10-27,CLE vs. OKC,L,105,-3
2023-24,1610612741,CHI,0022300082,2023-10-27,CHI vs. TOR,W,104,1
2023-24,1610612746,LAC,0022300085,2023-10-27,LAC @ UTA,L,118,-2
2023-24,1610612743,DEN,0022300078,2023-10-27,DEN @ MEM,W,108,4
2023-24,1610612766,CHA,0022300077,2023-10-27,CHA vs. DET,L,99,-12
2023-24,1610612765,DET,0022300077,2023-10-27,DET @ CHA,W,111,12
2023-24,1610612750,MIN,0022300093,2023-10-28,MIN vs. MIA,W,106,16
2023-24,1610612748,MIA,0022300093,2023-10-28,MIA @ MIN,L,90,-16
2023-24,1610612740,NOP,0022300090,2023-10-28,NOP vs. NYK,W,96,9
2023-24,1610612739,CLE,0022300091,2023-10-28,CLE vs. IND,L,113,-12
2023-24,1610612761,TOR,0022300092,2023-10-28,TOR vs. PHI,L,107,-7
2023-24,1610612762,UTA,0022300094,2023-10-28,UTA @ PHX,L,104,-22
2023-24,1610612754,IND,0022300091,2023-10-28,IND @ CLE,W,125,12
2023-24,1610612752,NYK,0022300090,2023-10-28,NYK @ NOP,L,87,-9
2023-24,1610612765,DET,0022300088,2023-10-28,DET vs. CHI,W,118,16
2023-24,1610612755,PHI,0022300092,2023-10-28,PHI @ TOR,W,114,7
2023-24,1610612756,PHX,0022300094,2023-10-28,PHX vs. UTA,W,126,22
2023-24,1610612764,WAS,0022300089,2023-10-28,WAS vs. MEM,W,113,7
2023-24,1610612763,MEM,0022300089,2023-10-28,MEM @ WAS,L,106,-7
2023-24,1610612741,CHI,0022300088,2023-10-28,CHI @ DET,L,102,-16
2023-24,1610612758,SAC,0022300100,2023-10-29,SAC vs. LAL,W,132,5
2023-24,1610612737,ATL,0022300097,2023-10-29,ATL @ MIL,W,127,17
2023-24,1610612757,POR,0022300098,2023-10-29,POR @ PHI,L,98,-28
2023-24,1610612755,PHI,0022300098,2023-10-29,PHI vs. POR,W,126,28
2023-24,1610612747,LAL,0022300100,2023-10-29,LAL @ SAC,L,127,-5
2023-24,1610612746,LAC,0022300099,2023-10-29,LAC vs. SAS,W,123,40
2023-24,1610612749,MIL,0022300097,2023-10-29,MIL vs. ATL,L,110,-17
2023-24,1610612760,OKC,0022300095,2023-10-29,OKC vs. DEN,L,95,-33
2023-24,1610612745,HOU,0022300096,2023-10-29,HOU vs. GSW,L,95,-11
2023-24,1610612744,GSW,0022300096,2023-10-29,GSW @ HOU,W,106,11
2023-24,1610612759,SAS,0022300099,2023-10-29,SAS @ LAC,L,83,-40
2023-24,1610612743,DEN,0022300095,2023-10-29,DEN @ OKC,W,128,33
2023-24,1610612753,ORL,0022300111,2023-10-30,ORL @ LAL,L,103,-3
2023-24,1610612749,MIL,0022300107,2023-10-30,MIL vs. MIA,W,122,8
2023-24,1610612748,MIA,0022300107,2023-10-30,MIA @ MIL,L,114,-8
2023-24,1610612737,ATL,0022300104,2023-10-30,ATL vs. MIN,W,127,14
2023-24,1610612766,CHA,0022300101,2023-10-30,CHA vs. BKN,L,121,-12
2023-24,1610612747,LAL,0022300111,2023-10-30,LAL vs. ORL,W,106,3
2023-24,1610612741,CHI,0022300102,2023-10-30,CHI @ IND,W,112,7
2023-24,1610612761,TOR,0022300105,2023-10-30,TOR vs. POR,L,91,-8
2023-24,1610612750,MIN,0022300104,2023-10-30,MIN @ ATL,L,113,-14
2023-24,1610612764,WAS,0022300103,2023-10-30,WAS vs. BOS,L,107,-19
2023-24,1610612744,GSW,0022300108,2023-10-30,GSW @ NOP,W,130,28
2023-24,1610612754,IND,0022300102,2023-10-30,IND vs. CHI,L,105,-7
2023-24,1610612763,MEM,0022300106,2023-10-30,MEM vs. DAL,L,110,-15
2023-24,1610612762,UTA,0022300110,2023-10-30,UTA @ DEN,L,102,-8
2023-24,1610612740,NOP,0022300108,2023-10-30,NOP vs. GSW,L,102,-28
2023-24,1610612765,DET,0022300109,2023-10-30,DET @ OKC,L,112,-12
2023-24,1610612757,POR,0022300105,2023-10-30,POR @ TOR,W,99,8
2023-24,1610612743,DEN,0022300110,2023-10-30,DEN vs. UTA,W,110,8
2023-24,1610612742,DAL,0022300106,2023-10-30,DAL @ MEM,W,125,15
2023-24,1610612738,BOS,0022300103,2023-10-30,BOS @ WAS,W,126,19
2023-24,1610612760,OKC,0022300109,2023-10-30,OKC vs. DET,W,124,12
2023-24,1610612751,BKN,0022300101,2023-10-30,BKN @ CHA,W,133,12
2023-24,1610612739,CLE,0022300112,2023-10-31,CLE vs. NYK,L,91,-18
2023-24,1610612746,LAC,0022300114,2023-10-31,LAC vs. ORL,W,118,16
2023-24,1610612759,SAS,0022300113,2023-10-31,SAS @ PHX,W,115,1
2023-24,1610612756,PHX,0022300113,2023-10-31,PHX vs. SAS,L,114,-1
2023-24,1610612752,NYK,0022300112,2023-10-31,NYK @ CLE,W,109,18
2023-24,1610612753,ORL,0022300114,2023-10-31,ORL @ LAC,L,102,-16
2023-24,1610612746,LAC,0022300127,2023-11-01,LAC @ LAL,L,125,-5
2023-24,1610612751,BKN,0022300119,2023-11-01,BKN @ MIA,W,109,4
2023-24,1610612761,TOR,0022300116,2023-11-01,TOR vs. MIL,W,130,19
2023-24,1610612743,DEN,0022300123,2023-11-01,DEN @ MIN,L,89,-21
2023-24,1610612748,MIA,0022300119,2023-11-01,MIA vs. BKN,L,105,-4
2023-24,1610612739,CLE,0022300120,2023-11-01,CLE @ NYK,W,95,6
2023-24,1610612738,BOS,0022300118,2023-11-01,BOS vs. IND,W,155,51
2023-24,1610612765,DET,0022300115,2023-11-01,DET vs. POR,L,101,-9
2023-24,1610612744,GSW,0022300126,2023-11-01,GSW vs. SAC,W,102,1
2023-24,1610612764,WAS,0022300117,2023-11-01,WAS @ ATL,L,121,-9
2023-24,1610612754,IND,0022300118,2023-11-01,IND @ BOS,L,104,-51
2023-24,1610612752,NYK,0022300120,2023-11-01,NYK vs. CLE,L,89,-6
2023-24,1610612760,OKC,0022300121,2023-11-01,OKC vs. NOP,L,106,-4
2023-24,1610612742,DAL,0022300124,2023-11-01,DAL vs. CHI,W,114,9
2023-24,1610612741,CHI,0022300124,2023-11-01,CHI @ DAL,L,105,-9
2023-24,1610612750,MIN,0022300123,2023-11-01,MIN vs. DEN,W,110,21
2023-24,1610612758,SAC,0022300126,2023-11-01,SAC @ GSW,L,101,-1
2023-24,1610612766,CHA,0022300122,2023-11-01,CHA @ HOU,L,119,-9
2023-24,1610612747,LAL,0022300127,2023-11-01,LAL vs. LAC,W,130,5
2023-24,1610612740,NOP,0022300121,2023-11-01,NOP @ OKC,W,110,4
2023-24,1610612749,MIL,0022300116,2023-11-01,MIL @ TOR,L,111,-19
2023-24,1610612763,MEM,0022300125,2023-11-01,MEM @ UTA,L,109,-24
2023-24,1610612762,UTA,0022300125,2023-11-01,UTA vs. MEM,W,133,24
2023-24,1610612737,ATL,0022300117,2023-11-01,ATL vs. WAS,W,130,9
2023-24,1610612757,POR,0022300115,2023-11-01,POR @ DET,W,110,9
2023-24,1610612745,HOU,0022300122,2023-11-01,HOU vs. CHA,W,128,9
2023-24,1610612762,UTA,0022300130,2023-11-02,UTA vs. ORL,L,113,-2
2023-24,1610612761,TOR,0022300128,2023-11-02,TOR @ PHI,L,99,-15
2023-24,1610612759,SAS,0022300131,2023-11-02,SAS @ PHX,W,132,11
2023-24,1610612756,PHX,0022300131,2023-11-02,PHX vs. SAS,L,121,-11
2023-24,1610612765,DET,0022300129,2023-11-02,DET @ NOP,L,116,-9
2023-24,1610612755,PHI,0022300128,2023-11-02,PHI vs. TOR,W,114,15
2023-24,1610612753,ORL,0022300130,2023-11-02,ORL @ UTA,W,115,2
2023-24,1610612740,NOP,0022300129,2023-11-02,NOP vs. DET,W,125,9
2023-24,1610612764,WAS,0022300003,2023-11-03,WAS @ MIA,L,114,-7
2023-24,1610612752,NYK,0022300002,2023-11-03,NYK @ MIL,L,105,-5
2023-24,1610612741,CHI,0022300004,2023-11-03,CHI vs. BKN,L,107,-2
2023-24,1610612749,MIL,0022300002,2023-11-03,MIL vs. NYK,W,110,5
2023-24,1610612739,CLE,0022300001,2023-11-03,CLE @ IND,L,116,-5
2023-24,1610612763,MEM,0022300007,2023-11-03,MEM @ POR,L,113,-2
2023-24,1610612754,IND,0022300001,2023-11-03,IND vs. CLE,W,121,5
2023-24,1610612751,BKN,0022300004,2023-11-03,BKN @ CHI,W,109,2
2023-24,1610612743,DEN,0022300006,2023-11-03,DEN vs. DAL,W,125,11
2023-24,1610612742,DAL,0022300006,2023-11-03,DAL @ DEN,L,114,-11
2023-24,1610612760,OKC,0022300005,2023-11-03,OKC vs. GSW,L,139,-2
2023-24,1610612744,GSW,0022300005,2023-11-03,GSW @ OKC,W,141,2
